timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685605687936,79581,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605687936,4486,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605687936,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605688937,79581,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605688937,3125,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605688937,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605689938,79578,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605689938,3311,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605689938,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605690938,79580,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605690938,3298,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605690938,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605691938,79576,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605691938,3930,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605691938,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605692939,79577,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605692939,3311,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605692939,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605693940,79576,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605693940,789,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605693940,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605694940,79580,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605694940,3892,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605694940,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
